ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
122.0,120000.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,116793.0,119025.0,121317.0,123853.0,126181.0,128759.0,4300.0,4500.0,4600.0,4600.0,4800.0,4800.0,0.0
123.0,260000.0,2.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,250531.0,253747.0,259187.0,264336.0,269383.0,254441.0,9000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0
124.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
125.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
126.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
127.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
128.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
129.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
130.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
131.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
132.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
133.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
134.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
135.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
136.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
137.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
138.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
139.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
140.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
141.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
142.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
143.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
144.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
145.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
146.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
147.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
